KeyLexemes	ConstrIndex	PlaceC	Phrase	Form	Role	ExIndex
блеснуть,блеснуть,блеснуть,блестеть,блестеть,блестеть,блистать,блистать,блистать	1169	1	когда он слышал, с какими почестями тысячи собравшихся у причала ленинградцев встречали четверку отважных полярников, как гремела музыка, как люди, приветствуя каждого сходившего по трапу моряка, смеялись и плакали от радости, потому что все участник	когда + CL	одновременность	43289
блеснуть,блеснуть,блестеть,блестеть,блистать,блистать	1169	1	У многих из нас	у + Sgen	посессор	37075
блеснуть,блеснуть,блестеть,блестеть,блистать,блистать	1169	1	Из-под длинных ресниц	из-под + Sgen	начальная точка	42922
блеснуть,блеснуть,блестеть,блестеть,блистать,блистать	1170	1	как	ADV	степень	43290
блеснуть,блестеть,блистать	1169	2	как у вздыбившегося кота	как + Sx	сравнение	37070
блеснуть,блестеть,блистать	1169	1	ярче	ADV	образ действия	37079
блеснуть,блестеть,блистать	1169	1	хитро	ADV	оценка	42942
блеснуть,блестеть,блистать	1169	1	горячечно	ADV	образ действия	43287
блеснуть,блестеть,блистать	1170	1	чуть	ADV	степень	37063
блеснуть,блестеть,блистать	1170	1	тускло	ADV	интенсивность	37108
блеснуть,блестеть,блистать	1170	1	одинаково	ADV	тождество	42918
блеснуть,блестеть,блистать	1170	1	как серебряный поднос	как + Sx	сравнение	42932
блеснуть,блестеть,блистать	1170	1	у него	у + Sgen	посессор	42946
блеснуть,блестеть,блистать	1170	1	На одном из поворотов	на + Sloc 	место	42957
блеснуть,блестеть,блистать	1170	1	ярко	ADV	интенсивность	42958
блеснуть,блестеть,блистать	1172	1	после дождей	после + Sgen	последовательность	37082
блеснуть,блестеть,блистать	1172	1	тускло	ADV	интенсивность	42941
блестеть,блестеть,блестеть,блистать,блистать,блистать	1174	1	в любых условиях	в + Sloc	фоновая ситуация	37060
